"2020-05-17 13:45:40",41.32
"2020-05-17 13:46:37",15.1
"2020-05-17 13:49:38",15.3
"2020-05-17 13:56:11",13.3
"2020-05-17 13:58:35",14.4
"2020-05-17 13:58:55",14.8
"2020-05-17 14:01:04",15.6
"2020-05-17 14:02:03",15.4
"2020-05-17 14:03:03",15.2
"2020-05-17 14:04:03",15.3
"2020-05-17 14:05:03",15.7
"2020-05-17 14:06:03",15.6
"2020-05-17 14:07:03",15.2
"2020-05-17 14:08:04",14.9
"2020-05-17 14:09:03",14.5
"2020-05-17 14:10:03",14.2
"2020-05-17 14:11:03",13.9
"2020-05-17 14:12:03",13.9
"2020-05-17 14:13:03",13.6
"2020-05-17 14:14:03",13.6
"2020-05-17 14:15:03",13.8
"2020-05-17 14:16:03",13.9
"2020-05-17 14:17:03",13.8
"2020-05-17 14:18:03",13.6
"2020-05-17 14:19:03",13.4
"2020-05-17 14:20:03",13.3
"2020-05-17 14:21:03",13.4
"2020-05-17 14:22:03",13.5
"2020-05-17 14:23:03",13.7
"2020-05-17 14:24:04",14
"2020-05-17 14:25:03",14.6
"2020-05-17 14:26:03",14.4
"2020-05-17 14:27:03",14.3
"2020-05-17 14:28:03",14.4
"2020-05-17 14:29:03",14.1
"2020-05-17 14:30:04",14.4
"2020-05-17 14:31:03",14.6
"2020-05-17 14:32:03",15.9
"2020-05-17 14:33:03",17.1
"2020-05-17 14:34:04",17.9
"2020-05-17 14:35:03",17.9
"2020-05-17 14:36:07",17.4
"2020-05-17 14:37:03",17.2
"2020-05-17 14:38:08",16
"2020-05-17 14:39:04",15.4
"2020-05-17 14:40:03",14.8
"2020-05-17 14:41:03",14.4
"2020-05-17 14:42:04",14
"2020-05-17 14:43:03",14.1
"2020-05-17 14:44:03",14
"2020-05-17 14:45:04",13.9
"2020-05-17 14:18:04",14.1
"2020-05-17 14:19:03",14
"2020-05-17 14:20:03",14
"2020-05-17 14:21:03",14.2
"2020-05-17 14:22:04",14.3
"2020-05-17 14:23:03",14.6
"2020-05-17 14:24:03",14.8
"2020-05-17 14:25:04",14.6
"2020-05-17 14:26:03",14.8
"2020-05-17 14:27:03",14.8
"2020-05-17 14:28:03",14.5
